choice_code,institute_code,branch_name,course
0259382310,02593,Pharmacy,Pharmacy
0264982310,02649,Pharmacy,Pharmacy
0265882310,02658,Pharmacy,Pharmacy
0276282310,02762,Pharmacy,Pharmacy
0301582370,03015,Pharmacy,Pharmacy
0301782350,03017,Pharmacy,Pharmacy
0466982310,04669,Pharmacy,Pharmacy
0468982310,04689,Pharmacy,Pharmacy
0474982310,04749,Pharmacy,Pharmacy
0475382310,04753,Pharmacy,Pharmacy
0500582370,05005,Pharmacy,Pharmacy
0520182350,05201,Pharmacy,Pharmacy
0544082310,05440,Pharmacy,Pharmacy
0548482310,05484,Pharmacy,Pharmacy
0549382310,05493,Pharmacy,Pharmacy
0549482310,05494,Pharmacy,Pharmacy
0550182310,05501,Pharmacy,Pharmacy
0551582310,05515,Pharmacy,Pharmacy
0552882310,05528,Pharmacy,Pharmacy
0553882310,05538,Pharmacy,Pharmacy
0554282310,05542,Pharmacy,Pharmacy
0565782310,05657,Pharmacy,Pharmacy
0682782310,06827,Pharmacy,Pharmacy
0682982350,06829,Pharmacy,Pharmacy
0696382310,06963,Pharmacy,Pharmacy
1611382310,16113,Pharmacy,Pharmacy
