choice_code,institute_code,branch_name,course
0622237210,06222,Electronics and Telecommunication Engg,B.E/B.Tech
0622257010,06222,Fashion Technology,B.E/B.Tech
0622261210,06222,Mechanical Engineering,B.E/B.Tech
0622288610,06222,Man Made Textile Technology,B.E/B.Tech
0622289010,06222,Textile Chemistry,B.E/B.Tech
0622289510,06222,Textile Plant Engineering,B.E/B.Tech
0622289610,06222,Textile Technology,B.E/B.Tech
0622291110,06222,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0625019110,06250,Civil Engineering,B.E/B.Tech
0625024210,06250,Computer Science and Engineering,B.E/B.Tech
0625037210,06250,Electronics and Telecommunication Engg,B.E/B.Tech
0625050710,06250,Chemical Engineering,B.E/B.Tech
0625061210,06250,Mechanical Engineering,B.E/B.Tech
0625091110,06250,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0625091210,06250,Computer Science and Engineering(Data Science),B.E/B.Tech
0626519110,06265,Civil Engineering,B.E/B.Tech
0626524210,06265,Computer Science and Engineering,B.E/B.Tech
0626524610,06265,Information Technology,B.E/B.Tech
0626537210,06265,Electronics and Telecommunication Engg,B.E/B.Tech
0626561510,06265,Mechanical & Automation Engineering,B.E/B.Tech
0626584410,06265,Electronics and Computer Engineering,B.E/B.Tech
0626708210,06267,Bio Technology,B.E/B.Tech
0626719110,06267,Civil Engineering,B.E/B.Tech
0626724210,06267,Computer Science and Engineering,B.E/B.Tech
0626726210,06267,Computer Science and Business Systems,B.E/B.Tech
0626729310,06267,Electrical Engineering,B.E/B.Tech
0626737210,06267,Electronics and Telecommunication Engg,B.E/B.Tech
0626761210,06267,Mechanical Engineering,B.E/B.Tech
0626791110,06267,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0626791210,06267,Computer Science and Engineering(Data Science),B.E/B.Tech
0626792210,06267,Civil and Environmental Engineering,B.E/B.Tech
0626819110,06268,Civil Engineering,B.E/B.Tech
0626824210,06268,Computer Science and Engineering,B.E/B.Tech
0626837210,06268,Electronics and Telecommunication Engg,B.E/B.Tech
0626850710,06268,Chemical Engineering,B.E/B.Tech
0626861210,06268,Mechanical Engineering,B.E/B.Tech
0627324510,06273,Computer Engineering,B.E/B.Tech
0627324610,06273,Information Technology,B.E/B.Tech
0627337210,06273,Electronics and Telecommunication Engg,B.E/B.Tech
0627346410,06273,Instrumentation and Control Engineering,B.E/B.Tech
0627350710,06273,Chemical Engineering,B.E/B.Tech
0627361210,06273,Mechanical Engineering,B.E/B.Tech
0627391110,06273,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0627391310,06273,Computer Science and Engineering (Artificial Intelligence),B.E/B.Tech
0627399510,06273,Artificial Intelligence and Data Science,B.E/B.Tech
0628224510,06282,Computer Engineering,B.E/B.Tech
0628224610,06282,Information Technology,B.E/B.Tech
0628229310,06282,Electrical Engineering,B.E/B.Tech
0628237210,06282,Electronics and Telecommunication Engg,B.E/B.Tech
0628246610,06282,Instrumentation Engineering,B.E/B.Tech
0628299510,06282,Artificial Intelligence and Data Science,B.E/B.Tech
0628300210,06283,Aeronautical Engineering,B.E/B.Tech
0628319110,06283,Civil Engineering,B.E/B.Tech
0628324210,06283,Computer Science and Engineering,B.E/B.Tech
0628326310,06283,Artificial Intelligence (AI) and Data Science,B.E/B.Tech
0628329310,06283,Electrical Engineering,B.E/B.Tech
0628350310,06283,Food Technology,B.E/B.Tech
0628361210,06283,Mechanical Engineering,B.E/B.Tech
0628392010,06283,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,B.E/B.Tech
0628419110,06284,Civil Engineering,B.E/B.Tech
0628424510,06284,Computer Engineering,B.E/B.Tech
0628424610,06284,Information Technology,B.E/B.Tech
0628429310,06284,Electrical Engineering,B.E/B.Tech
0628437210,06284,Electronics and Telecommunication Engg,B.E/B.Tech
0628461210,06284,Mechanical Engineering,B.E/B.Tech
0628499510,06284,Artificial Intelligence and Data Science,B.E/B.Tech
0628919110,06289,Civil Engineering,B.E/B.Tech
0628924510,06289,Computer Engineering,B.E/B.Tech
0628924610,06289,Information Technology,B.E/B.Tech
0628937210,06289,Electronics and Telecommunication Engg,B.E/B.Tech
0628961210,06289,Mechanical Engineering,B.E/B.Tech
0628991110,06289,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0628991210,06289,Computer Science and Engineering(Data Science),B.E/B.Tech
0628991310,06289,Computer Science and Engineering (Artificial Intelligence),B.E/B.Tech
0628992010,06289,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,B.E/B.Tech
0628992710,06289,Computer Engineering (Software Engineering),B.E/B.Tech
0628999510,06289,Artificial Intelligence and Data Science,B.E/B.Tech
0631719110,06317,Civil Engineering,B.E/B.Tech
0631724210,06317,Computer Science and Engineering,B.E/B.Tech
0631729310,06317,Electrical Engineering,B.E/B.Tech
0631761210,06317,Mechanical Engineering,B.E/B.Tech
0631762410,06317,Mechatronics Engineering,B.E/B.Tech
0631784410,06317,Electronics and Computer Engineering,B.E/B.Tech
0631791610,06317,Automation and Robotics,B.E/B.Tech
0631799510,06317,Artificial Intelligence and Data Science,B.E/B.Tech
0678091210,06780,Computer Science and Engineering(Data Science),B.E/B.Tech
0202150310,02021,Food Technology,B.E/B.Tech
0202181610,02021,Pharmaceutical and Fine Chemical Technology,B.E/B.Tech
0211119110,02111,Civil Engineering,B.E/B.Tech
0211124210,02111,Computer Science and Engineering,B.E/B.Tech
0211129310,02111,Electrical Engineering,B.E/B.Tech
0211161210,02111,Mechanical Engineering,B.E/B.Tech
0213719110,02137,Civil Engineering,B.E/B.Tech
0213724210,02137,Computer Science and Engineering,B.E/B.Tech
0213729710,02137,Electrical and Electronics Engineering,B.E/B.Tech
0213761210,02137,Mechanical Engineering,B.E/B.Tech
0214619110,02146,Civil Engineering,B.E/B.Tech
0214629710,02146,Electrical and Electronics Engineering,B.E/B.Tech
0214661210,02146,Mechanical Engineering,B.E/B.Tech
0251619110,02516,Civil Engineering,B.E/B.Tech
0251624210,02516,Computer Science and Engineering,B.E/B.Tech
0251629710,02516,Electrical and Electronics Engineering,B.E/B.Tech
0251661210,02516,Mechanical Engineering,B.E/B.Tech
0251692110,02516,Artificial Intelligence and Machine Learning,B.E/B.Tech
0101219110,01012,Civil Engineering,B.E/B.Tech
0101224510,01012,Computer Engineering,B.E/B.Tech
0101229310,01012,Electrical Engineering,B.E/B.Tech
0101237210,01012,Electronics and Telecommunication Engg,B.E/B.Tech
0101261210,01012,Mechanical Engineering,B.E/B.Tech
0211219110,02112,Civil Engineering,B.E/B.Tech
0211224210,02112,Computer Science and Engineering,B.E/B.Tech
0211229310,02112,Electrical Engineering,B.E/B.Tech
0211261210,02112,Mechanical Engineering,B.E/B.Tech
0211284410,02112,Electronics and Computer Engineering,B.E/B.Tech
0211291110,02112,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0211291210,02112,Computer Science and Engineering(Data Science),B.E/B.Tech
0211292910,02112,VLSI,B.E/B.Tech
0211293010,02112,Logistics,B.E/B.Tech
0211293210,02112,5G,B.E/B.Tech
0211419110,02114,Civil Engineering,B.E/B.Tech
0211424210,02114,Computer Science and Engineering,B.E/B.Tech
0211437210,02114,Electronics and Telecommunication Engg,B.E/B.Tech
0211461210,02114,Mechanical Engineering,B.E/B.Tech
0211491110,02114,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0211619110,02116,Civil Engineering,B.E/B.Tech
0211624210,02116,Computer Science and Engineering,B.E/B.Tech
0211626310,02116,Artificial Intelligence (AI) and Data Science,B.E/B.Tech
0211629310,02116,Electrical Engineering,B.E/B.Tech
0211637210,02116,Electronics and Telecommunication Engg,B.E/B.Tech
0211661510,02116,Mechanical & Automation Engineering,B.E/B.Tech
0211691110,02116,Computer Science and Engineering(Artificial Intelligence and Machine Learning),B.E/B.Tech
0212719110,02127,Civil Engineering,B.E/B.Tech
0212724210,02127,Computer Science and Engineering,B.E/B.Tech
0212724610,02127,Information Technology,B.E/B.Tech
0212737210,02127,Electronics and Telecommunication Engg,B.E/B.Tech
0212761210,02127,Mechanical Engineering,B.E/B.Tech
0212919110,02129,Civil Engineering,B.E/B.Tech
0212924210,02129,Computer Science and Engineering,B.E/B.Tech
0212924610,02129,Information Technology,B.E/B.Tech
0212929810,02129,Electrical Engg [Electrical and Power],B.E/B.Tech
0212937610,02129,Electronics Engineering,B.E/B.Tech
0212961210,02129,Mechanical Engineering,B.E/B.Tech
0213019110,02130,Civil Engineering,B.E/B.Tech
0213024210,02130,Computer Science and Engineering,B.E/B.Tech
0213037210,02130,Electronics and Telecommunication Engg,B.E/B.Tech
0213061210,02130,Mechanical Engineering,B.E/B.Tech
0213099510,02130,Artificial Intelligence and Data Science,B.E/B.Tech
0213119110,02131,Civil Engineering,B.E/B.Tech
0213124210,02131,Computer Science and Engineering,B.E/B.Tech
0213137210,02131,Electronics and Telecommunication Engg,B.E/B.Tech
