institute_code,institute_name,university,status_type
05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Maharashtra State,Approved Institute
05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Maharashtra State,Approved Institute
05223,"SMT. SHARCHCHANDRIKA SURESH PATIL INSTITUTE OF TECHNOLOGY (ENGINEERING & POLYTECHNIC), CHOPDA",Maharashtra State,Approved Institute
05239,JAMIA INSTITUTE OF TECHNOLOGY,Maharashtra State,Approved Institute
05244,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Maharashtra State,Approved Institute
05249,"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon",Maharashtra State,Approved Institute
05256,"Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik",Maharashtra State,Approved Institute
05263,"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Maharashtra State,Approved Institute
05303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Maharashtra State,Approved Institute
05322,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Maharashtra State,Approved Institute
05329,"Samrat Ashok Institute of Computer Management Studies,Chalisgaon",Maharashtra State,Approved Institute
05330,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Maharashtra State,Approved Institute
05331,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Maharashtra State,Approved Institute
05365,"Vardhaman Education & Welfare Society, Ahinsa Institute of Technology, Post. Dondaicha, Dhule",Maharashtra State,Approved Institute
05370,"Kedareshwar Gramin Vikas Pratishthan, Samajbhushan Eknathrao Dhakane College, of Engineering, Shevgaon",Maharashtra State,Approved Institute
05380,"Adsul's Technical Campus, Chas Dist. Ahmednagar",Maharashtra State,Approved Institute
05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Maharashtra State,Approved Institute
05382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Maharashtra State,Approved Institute
05385,"Akole Taluka Education Society,s Agasti Institute of Management, Computer Application & Research, Akole, Ahmednagar",Maharashtra State,Approved Institute
05386,"Dr. B.V. Hiray College of Management & Research Centre, Malegaon.",Maharashtra State,Approved Institute
05390,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Maharashtra State,Approved Institute
05395,Ashok Institute of Engineering & Technology,Maharashtra State,Approved Institute
05396,"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Maharashtra State,Approved Institute
05399,"Sanghavi College of Engineering, Varvandi, Nashik.",Maharashtra State,Approved Institute
05401,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Maharashtra State,Approved Institute
05408,"Vidya Niketan College of Engineering, Bota Sangamner",Maharashtra State,Approved Institute
05409,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Maharashtra State,Approved Institute
05411,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Maharashtra State,Approved Institute
05414,"Nikam Institute of Technology(Polytechnic),Dhule",Maharashtra State,Approved Institute
05418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Maharashtra State,Approved Institute
05433,"R.C. Patel College of Engineering and Polytechnic, Shirpur",Maharashtra State,Approved Institute
05449,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Maharashtra State,Approved Institute
05497,"P.G. College of Engineering & Technology, Nandurbar",Maharashtra State,Approved Institute
05509,"Shri Swami Samarth Institute of Management and Technology, Malwadi-Bota",Maharashtra State,Approved Institute
05513,"MKD Institute of Technology, Nadurbar",Maharashtra State,Approved Institute
05545,"Shri Vile Parle Kelavani Mandal's College of Engineering, Shirpur",Maharashtra State,Approved Institute
05550,BHUSAWAL ARTS SCIENCE AND P O NAHATA COMMERCE COLLEGE BHUSAWAL,Maharashtra State,Approved Institute
05556,DADASAHEB DR.SURESH G.PATIL COLLEGE CHOPDA,Maharashtra State,Approved Institute
05569,SHRI SHIVAJI VIDYA PRASARAK SANSTHA L.K.DR.P.R.GHOGREY SCIENCE COLLEGE DHULE,Maharashtra State,Approved Institute
05597,VAMANRAO ITHAPE COLLEGE OF ENGINEERING AND MANAGEMENT,Maharashtra State,Approved Institute
05619,COMMERCE MANAGEMENT AND COMPUTER SCIENCE COLLEGE,Maharashtra State,Approved Institute
05665,Vidya Niketan Institute of Management And Computer Applications,Maharashtra State,Approved Institute
05674,"Khandesh Education Society's Institute of Management and Technology, Amalner",Maharashtra State,Approved Institute
06004,"Government College of Engineering & Research, Avasari Khurd",Maharashtra State,Approved Institute
06005,"Government College of Engineering, Karad",Maharashtra State,Approved Institute
06006,COEP Technological University,Maharashtra State,Approved Institute
06007,"Walchand College of Engineering, Sangli",Maharashtra State,Approved Institute
06028,"Department of Technology, Shivaji University, Kolhapur",Maharashtra State,Approved Institute
06029,"Yashwantrao Chavan School of Rural Development, Kolhapur",Maharashtra State,Approved Institute
06031,"Punyashlok Ahilyadevi Holkar Solapur University, Solapur",Maharashtra State,Approved Institute
06033,"Department of Computer Science, Savitribai Phule Pune University, Pune",Maharashtra State,Approved Institute
06036,"Government College of Engineering, Kolhapur",Maharashtra State,Approved Institute
06104,"Dr. D.Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Management & Research, Pimpri",Maharashtra State,Approved Institute
06120,"Shri. Khanderai Pratishthans Dnyansagar Institute of Management and Research, Balewadi, Pune",Maharashtra State,Approved Institute
06122,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Maharashtra State,Approved Institute
06129,"Jayawant Shikshan Prasarak Mandal's Jayawant Institute of Management Studies, Tathawade Pune-411033",Maharashtra State,Approved Institute
06135,"Alard Institute of Management Sciences, Pune",Maharashtra State,Approved Institute
06137,"Vidya Pratishthan Institute of Information Technology, Baramati, Pune",Maharashtra State,Approved Institute
06138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Maharashtra State,Approved Institute
06139,"Progressive Education Society's Modern College of Engineering, Pune",Maharashtra State,Approved Institute
06140,"Dnyan Kala Krida & Krishi Prathishtan's Maharashtra Institute of Management, Kalamb, Pune",Maharashtra State,Approved Institute
06141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Maharashtra State,Approved Institute
06144,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Maharashtra State,Approved Institute
06145,"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Maharashtra State,Approved Institute
06146,"MIT Academy of Engineering,Alandi, Pune",Maharashtra State,Approved Institute
06149,"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Maharashtra State,Approved Institute
06152,"Zeal Education Society's Zeal Institute of Business Administration, Computer Application and Research, Pune",Maharashtra State,Approved Institute
06154,"Institute of Industrial & Computer Management & Research, Nigdi, Pune",Maharashtra State,Approved Institute
06155,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Maharashtra State,Approved Institute
06156,"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Maharashtra State,Approved Institute
06158,"Rajmata Jijau Shikshan Prasarak Mandal's Institute of Computer and Management Research, Dudulgaon, Pune",Maharashtra State,Approved Institute
06164,"Psd Shastri Educational Foundation's Asma Institute Of Management, Pune",Maharashtra State,Approved Institute
06167,"Kamla Education Society's Pratibha Institute of Business Management, Chinchwad, Pune",Maharashtra State,Approved Institute
06168,"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",Maharashtra State,Approved Institute
06170,"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",Maharashtra State,Approved Institute
06175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Maharashtra State,Approved Institute
06177,"Sinhgad College of Engineering, Vadgaon (BK), Pune",Maharashtra State,Approved Institute
06178,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",Maharashtra State,Approved Institute
06179,"Indira College of Engineering & Management, Pune",Maharashtra State,Approved Institute
06182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Maharashtra State,Approved Institute
06183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Maharashtra State,Approved Institute
06184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Maharashtra State,Approved Institute
06185,Sinhgad Institute of Technology,Maharashtra State,Approved Institute
06187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Maharashtra State,Approved Institute
06201,"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",Maharashtra State,Approved Institute
06203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Maharashtra State,Approved Institute
06206,"Pune District Education Association's College of Engineering, Manjari(Bk), Hadapsar, Pune",Maharashtra State,Approved Institute
06207,"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Maharashtra State,Approved Institute
06208,"Deccan Education Society's Chintamanrao Institute of Management Development & Research, Sangli",Maharashtra State,Approved Institute
06212,"KIT's Institute of Management Education & Research, Kolhapur",Maharashtra State,Approved Institute
06213,"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",Maharashtra State,Approved Institute
06214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Maharashtra State,Approved Institute
06217,"Shri. Balasaheb Mane Shikshan Prasarak Mandal's, Ashokrao Mane Group of Institutions",Maharashtra State,Approved Institute
06219,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur",Maharashtra State,Approved Institute
06220,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Maharashtra State,Approved Institute
06222,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Maharashtra State,Approved Institute
06223,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Maharashtra State,Approved Institute
06228,"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",Maharashtra State,Approved Institute
06231,"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",Maharashtra State,Approved Institute
06232,"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",Maharashtra State,Approved Institute
06236,"Sinhgad Technical Education Society's , Sinhgad Institute of Business Administration & Research, Kondhawa-Saswad Road, Pune",Maharashtra State,Approved Institute
06239,"Sinhgad Technical Education Society, Sinhgad Institute of Management & Computer Application, Narhe (Ambegaon), Pune",Maharashtra State,Approved Institute
06240,"Siddhant Institute Of Computer Application, Sudambare",Maharashtra State,Approved Institute
06248,"KFS - Krishna Institute of Computer Application & Management, Wathar",Maharashtra State,Approved Institute
06250,"D.Y. Patil College of Engineering and Technology, Kolhapur",Maharashtra State,Approved Institute
06265,"Walchand Institute of Technology, Solapur",Maharashtra State,Approved Institute
06267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Maharashtra State,Approved Institute
06268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Maharashtra State,Approved Institute
06269,"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli",Maharashtra State,Approved Institute
06270,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Maharashtra State,Approved Institute
06271,Pune Institute of Computer Technology,Maharashtra State,Approved Institute
06272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Maharashtra State,Approved Institute
06273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Maharashtra State,Approved Institute
06274,"PVG's College of Engineering, Technology & Management",Maharashtra State,Approved Institute
06275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Maharashtra State,Approved Institute
06276,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Maharashtra State,Approved Institute
06277,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Maharashtra State,Approved Institute
06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Maharashtra State,Approved Institute
06281,"Modern Education Society's Wadia College of Engineering, Pune",Maharashtra State,Approved Institute
06282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Maharashtra State,Approved Institute
06283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Maharashtra State,Approved Institute
06284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Maharashtra State,Approved Institute
06285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Maharashtra State,Approved Institute
06288,"Bharati Vidyapeeth's College of Engineering, Kolhapur",Maharashtra State,Approved Institute
06289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Maharashtra State,Approved Institute
06293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Maharashtra State,Approved Institute
06298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Maharashtra State,Approved Institute
06303,"Dr. Ashok Gujar Technical Institute's Dr. Daulatrao Aher College of Engineering, Karad",Maharashtra State,Approved Institute
06304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Maharashtra State,Approved Institute
06305,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Maharashtra State,Approved Institute
06307,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Maharashtra State,Approved Institute
06308,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Maharashtra State,Approved Institute
06310,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Maharashtra State,Approved Institute
06311,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Maharashtra State,Approved Institute
06313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Maharashtra State,Approved Institute
06315,Sanjeevan Group of Institutions,Maharashtra State,Approved Institute
06317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Maharashtra State,Approved Institute
06318,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",Maharashtra State,Approved Institute
06319,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Maharashtra State,Approved Institute
06320,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Maharashtra State,Approved Institute
06321,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Maharashtra State,Approved Institute
06322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Maharashtra State,Approved Institute
06324,Rajgad Technical Campus,Maharashtra State,Approved Institute
06325,"Alard Charitable Trust's Alard College of Engineering and Management, Pune",Maharashtra State,Approved Institute
06326,Karmayogi Institute of Technology,Maharashtra State,Approved Institute
06402,"NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",Maharashtra State,Approved Institute
06419,"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Maharashtra State,Approved Institute
06444,"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Maharashtra State,Approved Institute
06466,"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Maharashtra State,Approved Institute
06467,"Swami Vivekanand Institute Of Technology, Solapur",Maharashtra State,Approved Institute
06468,"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Maharashtra State,Approved Institute
06545,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Maharashtra State,Approved Institute
06547,"Suryadatta Educational Foundation, Suryadatta Institute of Management and Mass Communication, Pune",Maharashtra State,Approved Institute
06548,"Suryadatta Educational Foundation, Suryadatta Institute of Business Management and Technology, Pune",Maharashtra State,Approved Institute
06609,"Jaihind College Of Engineering,Kuran",Maharashtra State,Approved Institute
06614,"Sadhu Vaswani Institute Of Management Studies For Girls, Koregaon, Pune",Maharashtra State,Approved Institute
06622,ISBM College Of Engineering Pune,Maharashtra State,Approved Institute
06625,"Universal College of Engineering & Research, Sasewadi",Maharashtra State,Approved Institute
06628,"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",Maharashtra State,Approved Institute
06632,Navsahyadri Education Society's Group of Institutions,Maharashtra State,Approved Institute
06634,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Maharashtra State,Approved Institute
06635,Samarth College of Engineering and Management,Maharashtra State,Approved Institute
06640,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Maharashtra State,Approved Institute
06643,"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Maharashtra State,Approved Institute
06644,"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",Maharashtra State,Approved Institute
06649,"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Maharashtra State,Approved Institute
06714,"APPASAHEB ALIAS SA.RE.PATIL INSTITUTE OF TECHNOLOGY, Dattanagar Tal-Shirol, Dist Kolhapur",Maharashtra State,Approved Institute
06715,Babasaheb Phadtare Engineering & Technology Kalamb-Walchandnagar Tal Indapur Dist Pune,Maharashtra State,Approved Institute
06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Maharashtra State,Approved Institute
06754,"International Institute of Information Technology (I²IT), Pune.",Maharashtra State,Approved Institute
06755,"JSPM Narhe Technical Campus, Pune.",Maharashtra State,Approved Institute
06756,"Fabtech Technical Campus College of Engineering and Research, Sangola",Maharashtra State,Approved Institute
06757,"Yashoda Technical Campus, Wadhe, Satara.",Maharashtra State,Approved Institute
06758,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Maharashtra State,Approved Institute
06759,"Shree Ramchandra College of Engineering, Lonikand,Pune",Maharashtra State,Approved Institute
06762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Maharashtra State,Approved Institute
06766,Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,Maharashtra State,Approved Institute
06767,"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Maharashtra State,Approved Institute
06768,"P.K. Technical Campus, Pune.",Maharashtra State,Approved Institute
06769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",Maharashtra State,Approved Institute
06770,"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Maharashtra State,Approved Institute
06771,"Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza, Pune",Maharashtra State,Approved Institute
06772,"NBN Sinhgad Technical Institutes Campus, Pune",Maharashtra State,Approved Institute
06775,"Yashaswi Education Society's International Institute of Management Science, Chinchwad, Pune",Maharashtra State,Approved Institute
06780,"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Maharashtra State,Approved Institute
06781,"Bhagwant Institute of Technology, Barshi",Maharashtra State,Approved Institute
06782,"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj",Maharashtra State,Approved Institute
06794,"Anantrao Pawar College of Engineering & Research, Pune",Maharashtra State,Approved Institute
06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Maharashtra State,Approved Institute
06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Maharashtra State,Approved Institute
06797,"Dnyanshree Institute Engineering and Technology, Satara",Maharashtra State,Approved Institute
06799,"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Maharashtra State,Approved Institute
06802,"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Maharashtra State,Approved Institute
06803,"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Maharashtra State,Approved Institute
06808,"Keystone School of Engineering, Pune",Maharashtra State,Approved Institute
06811,Sanjay Ghodawat Institute,Maharashtra State,Approved Institute
06812,"Progressive Education Society's Modern Institute of Business Studies, Nigdi, Pune",Maharashtra State,Approved Institute
06815,"Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Maharashtra State,Approved Institute
06822,"Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Maharashtra State,Approved Institute
06834,"Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Maharashtra State,Approved Institute
06836,"Dr.D.Y.Patil Institute Of Management & Entrepreneur Development,Talegaon",Maharashtra State,Approved Institute
06839,"Dr. D Y Patil Pratishthan's College of Engineering, Kolhapur",Maharashtra State,Approved Institute
06878,"Dr. A. D. Shinde College Of Engineering, Tal.Gadhinglaj, Kolhapur",Maharashtra State,Approved Institute
06899,"Chhatrapati Shahu Institute of Business Education & Research, Kolhapur",Maharashtra State,Approved Institute
06901,"MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",Maharashtra State,Approved Institute
06938,Shree Siddheshwar Women's College Of Engineering Solapur.,Maharashtra State,Approved Institute
06971,"K.B. Joshi Institute of Information Technology, Pune",Maharashtra State,Approved Institute
06973,"ASMS Institute of Business Management and Research MCA, Pune",Maharashtra State,Approved Institute
06990,Jaihind Institute of Management and Research,Maharashtra State,Approved Institute
06991,"Dr. D.Y. Patil Technical Campus, Varale, Talegaon, Pune",Maharashtra State,Approved Institute
06992,"Pune Cambridge Institute of Management and Computer Application, Ambegaon Pathar, Pune",Maharashtra State,Approved Institute
14005,"Laxminarayan Innovation Technological University, Nagpur",Maharashtra State,Approved Institute
16006,COEP Technological University,Maharashtra State,Approved Institute
16121,"Shri. Anandrao Abitkar College of Engineering, Pal",Maharashtra State,Approved Institute
16122,Pharate Patil Management Institutes,Maharashtra State,Approved Institute
16125,"Vivekanand College, Kolhapur",Maharashtra State,Approved Institute
16126,"Tatyasaheb Kore Institute of Engineering and Technology, Yelur",Maharashtra State,Approved Institute
16130,KARMAVEER HIRE ARTS SCIENCE COMMERCE AND EDUCATION COLLEGE,Maharashtra State,Approved Institute
16145,KARMAVEER BHAURAO PATIL MAHAVIDYALAYA PANDHARPUR AUTONOMOUS,Maharashtra State,Approved Institute
16153,MUDHOJI COLLEGE PHALTAN,Maharashtra State,Approved Institute
16200,"YASHWANTRAO CHAVAN MAHAVIDYALAYA, ISLAMPUR",Maharashtra State,Approved Institute
16207,SADGURU GADGE MAHARAJ COLLEGE KARAD,Maharashtra State,Approved Institute
16216,SANGOLA MAHAVIDYALAYA SANGOLA,Maharashtra State,Approved Institute
16229,DESHBHAKT HARINARAYAN BANKATLAL SONI COLLEGE SOLAPUR,Maharashtra State,Approved Institute
16259,FRIENDS UNION FOR ENERGISING LIVES FUEL COLLEGE,Maharashtra State,Approved Institute
16331,SarSam College of Management & Technology,Maharashtra State,Approved Institute
16351,"Vidya Niketan Institute of Engineering & Technology, Lakhewadi",Maharashtra State,Approved Institute
16352,"Yashoda Mahadeo Kakade College of Engineering, Talegaon",Maharashtra State,Approved Institute
16353,"Shivsamarth Institute of Management, Talmawale",Maharashtra State,Approved Institute
16354,DNYANVILAS COLLEGE OF ENGINEERING,Maharashtra State,Approved Institute
16355,Audyogik Shikshan Mandal's Nextgen Technical Campus,Maharashtra State,Approved Institute
16356,Dr. Sudhakar Rao Jadhavar Institute of Management & Technology,Maharashtra State,Approved Institute
16357,MES MUKUNDDAS LOHIA COLLEGE OF ENGINEERING,Maharashtra State,Approved Institute
16358,Zeal Institute of Technology,Maharashtra State,Approved Institute
16361,"Zeal College of Engineering & Research, Induri, Pune (Off Campus-Induri)",Maharashtra State,Approved Institute
